-5.000335623	0.7566478137
-4.11123639	0.7535438052
-3.222567319	0.758031603
-2.333515378	0.7508029222
-1.444684287	0.7595212636
-0.5558765903	0.7432165487
0.332580956	0.7489286129
1.221270019	0.742828885
2.110408817	0.7581144296
2.999087427	0.7459375933
3.887766134	0.7470814988
4.776502872	0.7571407835
5.665748007	0.7429107011
6.554186875	0.7429420511
7.443230704	0.7417846491
8.332066715	0.7544433568
9.220646393	0.7539763348
10.10952911	0.7544548895
10.99859444	0.7462712943
11.88708281	0.7529632207
12.77578006	0.7533621982
13.66490798	0.756740012
14.55376297	0.7452520438
15.4423429	0.7529231432
16.33153498	0.7487309443
17.21971899	0.7543474057
18.10902504	0.7410199712
18.99779468	0.7423471846
19.88642271	0.7447043236
20.77514309	0.741636435
21.66398661	0.7503878405
22.55247204	0.7546498208
23.44154881	0.7484567281
24.33050336	0.7407055154
25.21921364	0.7426085218
26.10792608	0.7514829736
26.99670201	0.7409143146
27.88541035	0.7482958583
28.77459964	0.7448046673
29.66354081	0.7543462252
30.55179218	0.741596197
31.44100817	0.7591015965
32.32973795	0.7504961364
33.21816569	0.7423611785
34.10694893	0.7405716214
34.9957454	0.757147738
35.88453885	0.7562408424
36.7734888	0.7594131592
37.66233713	0.7437571278
38.55151068	0.744178661
39.43973932	0.7589567072
40.32894292	0.7480612291
41.217337	0.7444234552
42.10654906	0.7558123578
42.9955456	0.7434716004
43.88398419	0.7503988973
44.77296112	0.7489486717
45.66155916	0.7571218601
46.55016848	0.7489418985
47.43894365	0.7568914616
48.32800404	0.7484789728
49.21679499	0.7426595323
50.10564338	0.7482177587
